磁芯损耗，w/m3,频率，Hz,温度，oC,励磁波形,均值,中位数,总和,标准差,最小值,最大值,极差,变异系数,Q1,Q3,偏度,峰度,主频
10254.473010,125890,70,2,-0.000000,-0.000075,-0.000000,0.017887,-0.030486,0.031290,0.061776,-6105440016.484183,-0.015473,0.015356,0.018079,-1.190792,0.000976
22117.658700,125890,70,2,-0.000000,-0.000112,-0.000000,0.025447,-0.043415,0.044430,0.087845,-7679720633597168.000000,-0.022002,0.021859,0.016627,-1.191552,0.000976
36845.745360,125890,70,2,-0.000000,-0.000144,-0.000000,0.032110,-0.054659,0.056110,0.110768,-2055042788.759955,-0.027811,0.027570,0.018849,-1.192926,0.000976
48216.876690,125900,70,2,-0.000000,-0.000195,-0.000000,0.035733,-0.060928,0.062342,0.123270,-1829522520.431669,-0.030871,0.030731,0.015359,-1.192061,0.000976
61141.201030,125890,70,2,-0.000000,-0.000154,-0.000000,0.039946,-0.068058,0.069723,0.137781,-8180879256.826514,-0.034537,0.034339,0.016599,-1.192487,0.000976
80696.629090,125890,70,2,-0.000000,-0.000130,-0.000000,0.045164,-0.076970,0.078755,0.155725,-1927005518.519285,-0.039077,0.038791,0.015881,-1.193101,0.000976
105147.215400,125880,70,2,0.000000,-0.000193,0.000000,0.050384,-0.085946,0.087663,0.173609,6449085350.365217,-0.043494,0.043406,0.012913,-1.192802,0.000976
238186.738400,125890,70,2,0.000000,-0.000419,0.000000,0.070688,-0.120333,0.123683,0.244016,3446890832.778096,-0.061021,0.060809,0.019631,-1.190169,0.000976
316087.197100,125880,70,2,-0.000000,-0.000369,-0.000000,0.079590,-0.135410,0.139138,0.274549,-1044872295.845387,-0.068764,0.068349,0.019879,-1.190989,0.000976
421499.751300,125890,70,2,0.000000,-0.000499,0.000000,0.089804,-0.152760,0.157107,0.309867,30653844330.732224,-0.077504,0.077198,0.018859,-1.191636,0.000976
741313.228700,125890,70,2,0.000000,-0.000624,0.000000,0.113422,-0.192947,0.198113,0.391060,116143851458.210739,-0.097972,0.097659,0.018409,-1.191930,0.000976
973807.152100,125890,70,2,0.000000,-0.000668,0.000000,0.126982,-0.216174,0.221557,0.437731,65015078303.374336,-0.109544,0.109320,0.016404,-1.192418,0.000976
2250.183901,141290,70,2,0.000000,-0.000055,0.000000,0.007748,-0.013181,0.013653,0.026834,168812608.939781,-0.006687,0.006659,0.025180,-1.187811,0.000976
2878.198006,141290,70,2,0.000000,-0.000046,0.000000,0.008724,-0.014853,0.015375,0.030229,60774293.969798,-0.007550,0.007484,0.024136,-1.185525,0.000976
7764.073050,141280,70,2,-0.000000,-0.000093,-0.000000,0.013930,-0.023696,0.024545,0.048241,-3566041820.838498,-0.012037,0.011933,0.023509,-1.186781,0.000976
10130.566640,141290,70,2,0.000000,-0.000121,0.000000,0.015688,-0.026722,0.027437,0.054159,472485795.186156,-0.013561,0.013470,0.019453,-1.191788,0.000976
13086.876360,141280,70,2,-0.000000,-0.000102,-0.000000,0.017651,-0.030064,0.030911,0.060975,-516411821.739926,-0.015223,0.015190,0.019375,-1.191503,0.000976
21836.119040,141280,70,2,0.000000,-0.000078,0.000000,0.022367,-0.038111,0.039068,0.077178,336820692.376169,-0.019310,0.019249,0.015599,-1.192882,0.000976
27729.027410,141270,70,2,-0.000000,-0.000149,-0.000000,0.025001,-0.042527,0.043766,0.086293,-433909450.550092,-0.021631,0.021498,0.019189,-1.192598,0.000976
46169.463580,141300,70,2,-0.000000,-0.000145,-0.000000,0.031309,-0.053333,0.054613,0.107946,-801517154.416225,-0.027048,0.026914,0.016017,-1.192342,0.000976
58989.775110,141290,70,2,0.000000,-0.000241,0.000000,0.034989,-0.059584,0.061082,0.120666,1119644977.538201,-0.030317,0.030057,0.018021,-1.193043,0.000976
76861.188340,141280,70,2,-0.000000,-0.000120,-0.000000,0.039668,-0.067527,0.069237,0.136764,-3692726606.679184,-0.034269,0.034141,0.016872,-1.192829,0.000976
129912.219800,141280,70,2,0.000000,-0.000241,0.000000,0.049767,-0.084671,0.086766,0.171437,1960074395.697781,-0.043007,0.042934,0.015671,-1.194589,0.000976
171027.679300,141280,70,2,0.000000,-0.000188,0.000000,0.055997,-0.095259,0.097613,0.192872,11468272091.616434,-0.048418,0.048244,0.015617,-1.194505,0.000976
220742.914000,141280,70,2,0.000000,-0.000324,0.000000,0.062092,-0.105528,0.108647,0.214175,2543290799.791626,-0.053715,0.053350,0.018448,-1.191541,0.000976
291095.548300,141280,70,2,-0.000000,-0.000432,-0.000000,0.069899,-0.118727,0.122407,0.241134,-2752964062.818986,-0.060478,0.060019,0.020186,-1.191741,0.000976
385140.251500,141280,70,2,0.000000,-0.000548,0.000000,0.078792,-0.133756,0.137986,0.271742,1833703362.471913,-0.068185,0.067681,0.019899,-1.192097,0.000976
509068.646100,141280,70,2,-0.000000,-0.000404,-0.000000,0.088467,-0.150331,0.154814,0.305145,-5328824424.661769,-0.076487,0.075908,0.018487,-1.191134,0.000976
666199.582500,141290,70,2,0.000000,-0.000513,0.000000,0.099414,-0.168814,0.173761,0.342575,1644719244451596.750000,-0.085873,0.085615,0.019817,-1.192606,0.000976
884143.505500,141280,70,2,0.000000,-0.000569,0.000000,0.111384,-0.189241,0.194491,0.383732,19009631003.843826,-0.096324,0.095727,0.016988,-1.193337,0.000976
2386.545892,158760,70,2,0.000000,-0.000047,0.000000,0.007074,-0.012019,0.012459,0.024478,57947793.151980,-0.006106,0.006060,0.023905,-1.188988,0.000976
3052.123967,158750,70,2,-0.000000,-0.000067,-0.000000,0.007956,-0.013532,0.014031,0.027562,-239624817.287911,-0.006883,0.006835,0.025289,-1.187919,0.000976
4120.743232,158750,70,2,0.000000,-0.000073,0.000000,0.009144,-0.015537,0.016106,0.031643,180074894.297435,-0.007899,0.007831,0.023320,-1.189280,0.000976
5164.282576,158750,70,2,0.000000,-0.000069,0.000000,0.010231,-0.017409,0.018015,0.035424,327380352.553534,-0.008828,0.008755,0.021705,-1.187640,0.000976
8117.332917,158750,70,2,0.000000,-0.000091,0.000000,0.012726,-0.021639,0.022420,0.044058,191641766.213363,-0.010989,0.010919,0.023636,-1.187298,0.000976
10585.190130,158740,70,2,-0.000000,-0.000069,-0.000000,0.014301,-0.024347,0.025046,0.049392,-385378606.310611,-0.012375,0.012318,0.018682,-1.192146,0.000976
13652.170410,158750,70,2,0.000000,-0.000107,0.000000,0.016093,-0.027432,0.028182,0.055614,823981148.526852,-0.013874,0.013809,0.017816,-1.190071,0.000976
22400.533490,158750,70,2,0.000000,-0.000102,0.000000,0.020385,-0.034675,0.035657,0.070332,673364649.331501,-0.017604,0.017509,0.016528,-1.193126,0.000976
28437.152740,158750,70,2,0.000000,-0.000148,0.000000,0.022801,-0.038743,0.039900,0.078644,324282903.857597,-0.019715,0.019596,0.019223,-1.193554,0.000976
36873.756290,158750,70,2,-0.000000,-0.000140,-0.000000,0.025666,-0.043660,0.044866,0.088527,-611208153.795270,-0.022173,0.022080,0.016478,-1.193592,0.000976
60190.318510,158750,70,2,-0.000000,-0.000143,-0.000000,0.031920,-0.054353,0.055727,0.110079,-760148252.183959,-0.027543,0.027427,0.015101,-1.192725,0.000976
78425.361830,158760,70,2,0.000000,-0.000157,0.000000,0.036082,-0.061339,0.062915,0.124254,923692375.692792,-0.031228,0.031080,0.015936,-1.195386,0.000976
99306.087360,158750,70,2,0.000000,-0.000114,0.000000,0.040343,-0.068600,0.070310,0.138910,1180317626.853853,-0.034891,0.034722,0.012962,-1.195891,0.000976
129117.402500,158750,70,2,-0.000000,-0.000222,-0.000000,0.045382,-0.077094,0.079170,0.156264,-2581722812.377023,-0.039227,0.039042,0.015556,-1.194978,0.000976
169338.382100,158750,70,2,0.000000,-0.000288,0.000000,0.051100,-0.086776,0.089168,0.175944,2491735145.388098,-0.044214,0.043926,0.016339,-1.194413,0.000976
218648.626800,158750,70,2,0.000000,-0.000191,0.000000,0.056594,-0.096059,0.099031,0.195091,1756120633.882928,-0.048995,0.048772,0.018252,-1.194146,0.000976
285984.813500,158750,70,2,0.000000,-0.000262,0.000000,0.063683,-0.108047,0.111545,0.219591,1590510737.960556,-0.055063,0.054764,0.019740,-1.191966,0.000976
377878.413800,158760,70,2,-0.000000,-0.000500,-0.000000,0.071772,-0.121742,0.125545,0.247288,-1986335557.420093,-0.061978,0.061581,0.019719,-1.192876,0.000976
492975.682600,158750,70,2,-0.000000,-0.000420,-0.000000,0.080751,-0.136933,0.141372,0.278305,-2851349839.383773,-0.069887,0.069462,0.020137,-1.192822,0.000976
856584.172500,158750,70,2,0.000000,-0.000363,0.000000,0.101533,-0.172359,0.177252,0.349611,2034708880485835.250000,-0.087905,0.087462,0.016057,-1.194418,0.000976
2406.348567,177890,70,2,-0.000000,-0.000053,-0.000000,0.006211,-0.010556,0.010929,0.021485,-265012966.465612,-0.005371,0.005328,0.023077,-1.188597,0.000976
3083.167585,177890,70,2,0.000000,-0.000060,0.000000,0.006999,-0.011890,0.012316,0.024206,31572410.820198,-0.006050,0.005997,0.023889,-1.187636,0.000976
4118.749689,177880,70,2,0.000000,-0.000052,0.000000,0.008025,-0.013617,0.014100,0.027717,117400758.739090,-0.006928,0.006876,0.023425,-1.189781,0.000976
5223.268917,177890,70,2,0.000000,-0.000062,0.000000,0.008961,-0.015231,0.015735,0.030967,163862165.300416,-0.007757,0.007693,0.020793,-1.190230,0.000976
6384.546499,177890,70,2,0.000000,-0.000087,0.000000,0.009965,-0.016922,0.017526,0.034447,600248544.836515,-0.008623,0.008544,0.023966,-1.188690,0.000976
8111.442472,177890,70,2,-0.000000,-0.000070,-0.000000,0.011174,-0.018976,0.019652,0.038629,-220051194.845322,-0.009645,0.009576,0.024815,-1.188951,0.000976
10520.031170,177890,70,2,0.000000,-0.000092,0.000000,0.012523,-0.021313,0.021876,0.043189,164407789.955009,-0.010833,0.010794,0.017778,-1.193461,0.000976
13299.986720,177880,70,2,0.000000,-0.000065,0.000000,0.014116,-0.023977,0.024648,0.048624,126799088.521788,-0.012209,0.012151,0.018320,-1.195384,0.000976
22263.328400,177890,70,2,0.000000,-0.000083,0.000000,0.017862,-0.030399,0.031148,0.061547,415696892.000724,-0.015459,0.015404,0.014768,-1.194548,0.000976
35601.215450,177890,70,2,0.000000,-0.000137,0.000000,0.022484,-0.038200,0.039237,0.077436,1151179732.399057,-0.019452,0.019365,0.017091,-1.193983,0.000976
45815.364590,177890,70,2,0.000000,-0.000122,0.000000,0.025042,-0.042561,0.043637,0.086199,366335010.815575,-0.021679,0.021592,0.015300,-1.194692,0.000976
58384.463140,177890,70,2,-0.000000,-0.000195,-0.000000,0.028042,-0.047587,0.048886,0.096473,-624248058.086483,-0.024283,0.024186,0.017493,-1.195160,0.000976
75586.212940,177890,70,2,-0.000000,-0.000127,-0.000000,0.031679,-0.053795,0.055150,0.108945,-3243924970.378514,-0.027432,0.027297,0.014227,-1.194802,0.000976
96411.809140,177890,70,2,0.000000,-0.000144,0.000000,0.035380,-0.060067,0.061544,0.121611,1035117994.842496,-0.030678,0.030510,0.014323,-1.196678,0.000976
160117.468900,177880,70,2,0.000000,-0.000131,0.000000,0.044763,-0.075960,0.077858,0.153818,636631310.562396,-0.038697,0.038549,0.014778,-1.195851,0.000976
204956.861900,177890,70,2,-0.000000,-0.000189,-0.000000,0.049663,-0.084149,0.086763,0.170911,-2034203046.945644,-0.042916,0.042650,0.018605,-1.194120,0.000976
267545.416800,177880,70,2,-0.000000,-0.000359,-0.000000,0.055865,-0.094668,0.097589,0.192257,-4086171848.231273,-0.048337,0.048080,0.019865,-1.193886,0.000976
350717.544100,177880,70,2,-0.000000,-0.000379,-0.000000,0.063011,-0.106749,0.110055,0.216804,-4301551082.135199,-0.054521,0.054238,0.018797,-1.193554,0.000976
456902.868200,177880,70,2,0.000000,-0.000436,0.000000,0.070842,-0.119897,0.123709,0.243606,1170030015.393565,-0.061284,0.061037,0.019550,-1.194111,0.000976
596572.523100,177880,70,2,-0.000000,-0.000417,-0.000000,0.079506,-0.134603,0.138605,0.273208,-13569068330.248270,-0.068816,0.068600,0.017405,-1.195575,0.000976
782569.253400,177890,70,2,-0.000000,-0.000276,-0.000000,0.089045,-0.150897,0.155129,0.306026,-10131358595.156733,-0.076950,0.076544,0.015326,-1.195645,0.000976
4257.975692,199170,70,2,0.000000,-0.000051,0.000000,0.007177,-0.012166,0.012622,0.024788,459350343.925034,-0.006208,0.006175,0.023292,-1.190804,0.000976
6626.088298,199170,70,2,0.000000,-0.000071,0.000000,0.008920,-0.015113,0.015690,0.030803,351304552.564349,-0.007720,0.007672,0.024196,-1.191372,0.000976
8321.054016,199160,70,2,0.000000,-0.000083,0.000000,0.010021,-0.016983,0.017621,0.034604,155475445.918372,-0.008653,0.008595,0.024252,-1.189536,0.000976
10657.338590,199150,70,2,-0.000000,-0.000031,-0.000000,0.011213,-0.019047,0.019561,0.038608,-85056295.739166,-0.009691,0.009647,0.016599,-1.194665,0.000976
13760.425630,199170,70,2,0.000000,-0.000041,0.000000,0.012615,-0.021430,0.022035,0.043464,253288147.731797,-0.010910,0.010834,0.015568,-1.194174,0.000976
22590.350130,199160,70,2,-0.000000,-0.000070,-0.000000,0.016011,-0.027196,0.027912,0.055108,-512356279.834453,-0.013862,0.013822,0.014094,-1.195344,0.000976
28585.783100,199160,70,2,-0.000000,-0.000087,-0.000000,0.017893,-0.030366,0.031202,0.061568,-964363519.130399,-0.015515,0.015439,0.015057,-1.196248,0.000976
36021.340800,199170,70,2,-0.000000,-0.000104,-0.000000,0.020123,-0.034118,0.035144,0.069261,-1717202915.904975,-0.017426,0.017363,0.016732,-1.195703,0.000976
45770.889140,199170,70,2,-0.000000,-0.000088,-0.000000,0.022399,-0.037981,0.039064,0.077045,-2293644849.972363,-0.019428,0.019336,0.016151,-1.197380,0.000976
75225.727900,199160,70,2,0.000000,-0.000141,0.000000,0.028358,-0.048063,0.049381,0.097445,2074154866.330724,-0.024531,0.024482,0.015434,-1.197164,0.000976
95524.409550,199160,70,2,0.000000,-0.000182,0.000000,0.031664,-0.053699,0.055070,0.108769,1157982769.262019,-0.027344,0.027325,0.013590,-1.196909,0.000976
123473.714500,199170,70,2,-0.000000,-0.000163,-0.000000,0.035587,-0.060320,0.061972,0.122292,-792191343.087986,-0.030822,0.030725,0.014508,-1.196631,0.000976
156779.708700,199170,70,2,0.000000,-0.000185,0.000000,0.040078,-0.067858,0.069827,0.137685,20519710163.402794,-0.034724,0.034604,0.015662,-1.196982,0.000976
200620.956500,199170,70,2,-0.000000,-0.000262,-0.000000,0.044439,-0.075228,0.077600,0.152828,-858602168.592741,-0.038456,0.038306,0.016642,-1.196038,0.000976
259432.993200,199160,70,2,0.000000,-0.000223,0.000000,0.049941,-0.084507,0.087241,0.171748,1136429876.240612,-0.043177,0.042914,0.018549,-1.194780,0.000976
339430.729600,199160,70,2,0.000000,-0.000234,0.000000,0.056427,-0.095405,0.098491,0.193896,2512244780.351246,-0.048858,0.048497,0.018044,-1.196596,0.000976
440867.916500,199170,70,2,-0.000000,-0.000505,-0.000000,0.063220,-0.106880,0.110486,0.217366,-9248153961.736238,-0.054751,0.054431,0.019079,-1.195697,0.000976
571815.285500,199170,70,2,-0.000000,-0.000459,-0.000000,0.071077,-0.120144,0.124032,0.244176,-1427110843.452919,-0.061399,0.061162,0.018074,-1.196376,0.000976
742184.565200,199160,70,2,0.000000,-0.000313,0.000000,0.079754,-0.134826,0.138972,0.273798,2207254365.821616,-0.069035,0.068609,0.016174,-1.196597,0.000976
4247.894925,224180,70,2,-0.000000,-0.000057,-0.000000,0.006309,-0.010690,0.011084,0.021774,-153818013.314466,-0.005464,0.005417,0.022268,-1.192873,0.000976
5443.827939,224180,70,2,0.000000,-0.000044,0.000000,0.007079,-0.012007,0.012425,0.024432,61429009.931668,-0.006125,0.006078,0.018943,-1.192498,0.000976
8619.831887,224180,70,2,-0.000000,-0.000065,-0.000000,0.008819,-0.014932,0.015501,0.030433,-301038450.463231,-0.007640,0.007569,0.022304,-1.192036,0.000976
10850.809960,224180,70,2,-0.000000,-0.000036,-0.000000,0.009884,-0.016769,0.017264,0.034033,-778542040.065447,-0.008549,0.008515,0.014274,-1.195721,0.000976
13821.997760,224170,70,2,-0.000000,-0.000051,-0.000000,0.011119,-0.018865,0.019413,0.038278,-232369359.073435,-0.009595,0.009597,0.016642,-1.194957,0.000976
17783.805800,224180,70,2,0.000000,-0.000070,0.000000,0.012579,-0.021315,0.021961,0.043276,127529215.676931,-0.010888,0.010837,0.016044,-1.196011,0.000976
22666.864200,224170,70,2,0.000000,-0.000042,0.000000,0.014110,-0.023931,0.024592,0.048523,162347127.178634,-0.012190,0.012148,0.014203,-1.196360,0.000976
28304.299300,224180,70,2,0.000000,-0.000073,0.000000,0.015724,-0.026659,0.027434,0.054093,2012608816.668366,-0.013627,0.013547,0.014870,-1.197526,0.000976
36110.354390,224180,70,2,0.000000,-0.000102,0.000000,0.017697,-0.030004,0.030883,0.060887,402697264.712866,-0.015316,0.015238,0.015761,-1.195658,0.000976
45809.312280,224180,70,2,-0.000000,-0.000103,-0.000000,0.019751,-0.033455,0.034405,0.067860,-1555741041.470143,-0.017112,0.017067,0.013679,-1.198112,0.000976
57784.858880,224180,70,2,-0.000000,-0.000101,-0.000000,0.022094,-0.037390,0.038506,0.075896,-870161521.379608,-0.019116,0.019016,0.015131,-1.196455,0.000976
94218.550670,224180,70,2,0.000000,-0.000112,0.000000,0.027865,-0.047221,0.048414,0.095636,1141354205.907175,-0.024117,0.024061,0.010921,-1.198484,0.000976
120617.929500,224180,70,2,0.000000,-0.000152,0.000000,0.031330,-0.053013,0.054510,0.107523,641644837.545993,-0.027163,0.027005,0.012760,-1.198068,0.000976
155187.666500,224170,70,2,0.000000,-0.000135,0.000000,0.035303,-0.059679,0.061425,0.121104,5164381733.433843,-0.030537,0.030504,0.014266,-1.197587,0.000976
193580.776400,224180,70,2,0.000000,-0.000162,0.000000,0.039078,-0.066017,0.068246,0.134263,1250507885.799998,-0.033792,0.033685,0.017402,-1.196664,0.000976
249870.328600,224190,70,2,-0.000000,-0.000355,-0.000000,0.044039,-0.074317,0.076973,0.151290,-819932563.742852,-0.038151,0.037912,0.019124,-1.196012,0.000976
325390.482400,224180,70,2,0.000000,-0.000201,0.000000,0.049604,-0.083779,0.086633,0.170412,1181260796.242848,-0.042840,0.042775,0.017397,-1.195966,0.000976
420909.628500,224170,70,2,0.000000,-0.000330,0.000000,0.055822,-0.094139,0.097344,0.191484,2598240533.880800,-0.048333,0.048118,0.016822,-1.197762,0.000976
542796.734400,224180,70,2,0.000000,-0.000269,0.000000,0.062634,-0.105714,0.109208,0.214922,3206888356.550534,-0.054128,0.054023,0.015764,-1.196591,0.000976
705894.747800,224170,70,2,-0.000000,-0.000349,-0.000000,0.070207,-0.118593,0.122106,0.240699,-2765063955.727231,-0.060741,0.060548,0.013644,-1.197728,0.000976
5658.817577,251230,70,2,-0.000000,-0.000030,-0.000000,0.006430,-0.010886,0.011282,0.022168,-438969557.292251,-0.005565,0.005530,0.019008,-1.193094,0.000976
6995.789699,251220,70,2,0.000000,-0.000055,0.000000,0.007123,-0.012047,0.012510,0.024557,143020021.285217,-0.006163,0.006134,0.021267,-1.192327,0.000976
8817.723989,251230,70,2,-0.000000,-0.000058,-0.000000,0.007997,-0.013517,0.014049,0.027566,-132071230.910210,-0.006921,0.006863,0.022524,-1.192420,0.000976
11496.602600,251220,70,2,-0.000000,-0.000030,-0.000000,0.008968,-0.015192,0.015643,0.030835,-166959444.596504,-0.007767,0.007722,0.014057,-1.196857,0.000976
14297.219060,251220,70,2,-0.000000,-0.000056,-0.000000,0.010106,-0.017094,0.017643,0.034737,-383282468.124006,-0.008744,0.008710,0.016266,-1.198644,0.000976
18266.229860,251220,70,2,0.000000,-0.000049,0.000000,0.011384,-0.019274,0.019857,0.039131,91791854.440900,-0.009873,0.009797,0.014774,-1.197480,0.000976
23138.254990,251220,70,2,0.000000,-0.000043,0.000000,0.012747,-0.021610,0.022207,0.043817,567530319.864290,-0.011052,0.010984,0.012588,-1.197949,0.000976
29005.723460,251220,70,2,-0.000000,-0.000063,-0.000000,0.014263,-0.024140,0.024869,0.049009,-178110722.922596,-0.012330,0.012302,0.014344,-1.197662,0.000976
37090.534020,251230,70,2,0.000000,-0.000054,0.000000,0.016032,-0.027154,0.027947,0.055101,321888702.539319,-0.013872,0.013823,0.014642,-1.197311,0.000976
46934.011330,251230,70,2,0.000000,-0.000037,0.000000,0.017852,-0.030271,0.031051,0.061322,703080945.154474,-0.015449,0.015405,0.010805,-1.198784,0.000976
75774.566090,251220,70,2,0.000000,-0.000066,0.000000,0.022603,-0.038236,0.039309,0.077545,445104459.749456,-0.019557,0.019469,0.012177,-1.198122,0.000976
95624.036630,251230,70,2,-0.000000,-0.000032,-0.000000,0.025275,-0.042725,0.043895,0.086620,-2875681187.003913,-0.021913,0.021833,0.010749,-1.200778,0.000976
121700.785400,251220,70,2,0.000000,-0.000092,0.000000,0.028381,-0.047984,0.049338,0.097322,4843729207.083958,-0.024522,0.024536,0.011560,-1.198400,0.000976
156731.840900,251220,70,2,0.000000,-0.000105,0.000000,0.032011,-0.054047,0.055618,0.109665,1489943603.751650,-0.027674,0.027687,0.011815,-1.199416,0.000976
249635.729500,251220,70,2,0.000000,-0.000139,0.000000,0.039847,-0.067178,0.069532,0.136710,8160751563.243718,-0.034489,0.034327,0.017104,-1.197515,0.000976
323966.507200,251230,70,2,-0.000000,-0.000244,-0.000000,0.044890,-0.075718,0.078291,0.154009,-581861366.469829,-0.038762,0.038747,0.015495,-1.197178,0.000976
417453.404800,251230,70,2,-0.000000,-0.000258,-0.000000,0.050554,-0.085168,0.088137,0.173305,-1399104630.599622,-0.043719,0.043653,0.015122,-1.198112,0.000976
539271.573600,251230,70,2,0.000000,-0.000282,0.000000,0.056705,-0.095576,0.098696,0.194272,1569346039.023527,-0.049020,0.048971,0.014337,-1.198587,0.000976
694781.493900,251230,70,2,0.000000,-0.000334,0.000000,0.063607,-0.107166,0.110710,0.217877,4070865938.049070,-0.054991,0.054891,0.013961,-1.198882,0.000976
7118.263240,282490,70,2,0.000000,-0.000048,0.000000,0.006410,-0.010834,0.011256,0.022090,75442676.088506,-0.005545,0.005523,0.020569,-1.194139,0.000976
11480.475620,282480,70,2,-0.000000,-0.000041,-0.000000,0.008037,-0.013593,0.014038,0.027630,-94593634.461749,-0.006959,0.006943,0.016883,-1.197295,0.000976
14620.026050,282480,70,2,-0.000000,-0.000045,-0.000000,0.009051,-0.015313,0.015798,0.031111,-54843426.671712,-0.007828,0.007826,0.014711,-1.197827,0.000976
18744.580140,282480,70,2,0.000000,-0.000042,0.000000,0.010230,-0.017304,0.017826,0.035129,1163911116.007559,-0.008854,0.008843,0.012669,-1.197657,0.000976
23774.696300,282490,70,2,-0.000000,-0.000029,-0.000000,0.011462,-0.019397,0.019966,0.039363,-189300836.672629,-0.009909,0.009887,0.011604,-1.198648,0.000976
29772.079050,282490,70,2,-0.000000,-0.000058,-0.000000,0.012817,-0.021671,0.022342,0.044012,-504773524.083265,-0.011077,0.011043,0.013695,-1.197689,0.000976
38211.103680,282480,70,2,-0.000000,-0.000079,-0.000000,0.014456,-0.024426,0.025207,0.049632,-510437004.299645,-0.012510,0.012446,0.013541,-1.197016,0.000976
59719.145750,282480,70,2,-0.000000,-0.000028,-0.000000,0.017964,-0.030351,0.031238,0.061589,-437967303.260110,-0.015586,0.015546,0.011793,-1.199966,0.000976
76728.632340,282480,70,2,-0.000000,-0.000098,-0.000000,0.020322,-0.034320,0.035327,0.069647,-671284914.339326,-0.017601,0.017561,0.011444,-1.199402,0.000976
157262.113200,282490,70,2,-0.000000,-0.000099,-0.000000,0.028693,-0.048383,0.049886,0.098270,-4897007743.249156,-0.024829,0.024728,0.012231,-1.198776,0.000976
249653.533600,282480,70,2,-0.000000,-0.000128,-0.000000,0.035835,-0.060320,0.062460,0.122779,-3057922839.357200,-0.031016,0.030846,0.015083,-1.198658,0.000976
322525.611400,282490,70,2,-0.000000,-0.000088,-0.000000,0.040444,-0.068081,0.070417,0.138499,-690241038.272772,-0.035086,0.034914,0.012790,-1.198767,0.000976
414754.671900,282490,70,2,0.000000,-0.000143,0.000000,0.045329,-0.076224,0.078989,0.155213,1719142978.208150,-0.039331,0.039135,0.015177,-1.199328,0.000976
9091.330946,316470,70,2,-0.000000,-0.000041,-0.000000,0.006393,-0.010780,0.011210,0.021990,-61179194.696335,-0.005522,0.005496,0.019766,-1.195445,0.000976
11579.016990,316460,70,2,-0.000000,-0.000036,-0.000000,0.007147,-0.012073,0.012476,0.024548,-143494238.340996,-0.006185,0.006168,0.013814,-1.197833,0.000976
14759.733180,316470,70,2,0.000000,-0.000024,0.000000,0.008057,-0.013610,0.014060,0.027670,152776366.293227,-0.006986,0.006953,0.012912,-1.198254,0.000976
18834.041030,316460,70,2,0.000000,-0.000026,0.000000,0.009091,-0.015375,0.015825,0.031199,163310908.572259,-0.007852,0.007847,0.011311,-1.198800,0.000976
23894.608270,316470,70,2,-0.000000,-0.000010,-0.000000,0.010194,-0.017230,0.017746,0.034977,-99412872.875389,-0.008834,0.008798,0.009327,-1.198150,0.000976
29746.445430,316460,70,2,0.000000,-0.000048,0.000000,0.011377,-0.019207,0.019840,0.039047,613160057.645771,-0.009837,0.009834,0.013261,-1.197849,0.000976
38091.051980,316460,70,2,0.000000,-0.000050,0.000000,0.012848,-0.021663,0.022378,0.044041,822290995.753544,-0.011122,0.011079,0.012037,-1.199793,0.000976
47242.295090,316470,70,2,0.000000,-0.000029,0.000000,0.014232,-0.024056,0.024743,0.048799,251270391.592357,-0.012306,0.012272,0.009659,-1.199129,0.000976
59521.024720,316460,70,2,-0.000000,-0.000062,-0.000000,0.015970,-0.026931,0.027764,0.054694,-1022049543.495734,-0.013827,0.013834,0.009835,-1.200347,0.000976
76571.676470,316460,70,2,-0.000000,-0.000046,-0.000000,0.018049,-0.030460,0.031349,0.061808,-313253097.781646,-0.015611,0.015600,0.009063,-1.199289,0.000976
96321.466860,316460,70,2,0.000000,-0.000046,0.000000,0.020169,-0.033989,0.035022,0.069010,1588715979.137275,-0.017455,0.017410,0.009748,-1.201229,0.000976
122712.082600,316470,70,2,-0.000000,-0.000049,-0.000000,0.022688,-0.038200,0.039400,0.077599,-414863116.244656,-0.019618,0.019566,0.010189,-1.200173,0.000976
156250.607700,316470,70,2,0.000000,-0.000082,0.000000,0.025573,-0.043006,0.044402,0.087408,1007186309.976575,-0.022130,0.022063,0.010772,-1.200895,0.000976
195086.262900,316470,70,2,0.000000,-0.000074,0.000000,0.028247,-0.047528,0.049214,0.096742,1522347103.824165,-0.024464,0.024344,0.013229,-1.198946,0.000976
249494.124800,316470,70,2,0.000000,-0.000114,0.000000,0.031846,-0.053547,0.055502,0.109049,1811668055.234237,-0.027580,0.027468,0.012619,-1.198681,0.000976
316368.862800,316470,70,2,-0.000000,-0.000087,-0.000000,0.035929,-0.060342,0.062557,0.122899,-721395760.986665,-0.031140,0.031036,0.014070,-1.199725,0.000976
405420.423900,316460,70,2,-0.000000,-0.000158,-0.000000,0.040319,-0.067646,0.070178,0.137824,-2580448408.783281,-0.034976,0.034807,0.015064,-1.200090,0.000976
518344.947800,316460,70,2,0.000000,-0.000163,0.000000,0.045285,-0.076013,0.078738,0.154751,4215573035.841011,-0.039161,0.039071,0.012301,-1.199996,0.000976
666541.379500,316460,70,2,-0.000000,-0.000166,-0.000000,0.050742,-0.085148,0.088164,0.173312,-8659944973.416964,-0.043882,0.043762,0.011459,-1.200890,0.000976
11608.320780,354580,70,2,-0.000000,-0.000017,-0.000000,0.006266,-0.010576,0.010935,0.021511,-105184882.615906,-0.005431,0.005407,0.010842,-1.197638,0.000976
