Class,Filename,Filepath,Width,Height,FirstLevel,SecondLevel
Agr,5052ced4f1ec9daa2a39f6cb81d76408.tif,ImageSets\Agr\5052ced4f1ec9daa2a39f6cb81d76408.tif,260,139,Agriculture and Nature,Farmland
Ind,508826d1e1aa84e42209274effe003ca.tif,ImageSets\Ind\508826d1e1aa84e42209274effe003ca.tif,134,155,Industrial Land,Construction Site
Res,50e2ddedb4549aebeff739f5ed788455.tif,ImageSets\Res\50e2ddedb4549aebeff739f5ed788455.tif,236,561,Residential Districts,High-rise Residential Buildings
Com,50ec2c89dd7a128d3a5612cfd8221ebe.tif,ImageSets\Com\50ec2c89dd7a128d3a5612cfd8221ebe.tif,122,133,Commercial Zones,Shopping Center and Commercial Street
Agr,5159b5f42e9f7476d334220676a4e4a2.tif,ImageSets\Agr\5159b5f42e9f7476d334220676a4e4a2.tif,331,240,Agriculture and Nature,Forestland and Grassland
Ind,51dd753f9e14275026bb9608d4941caa.tif,ImageSets\Ind\51dd753f9e14275026bb9608d4941caa.tif,262,247,Industrial Land,Industrial Park and Factory
Ind,5210781fe914c8cc42d6d85c6c5fbf66.tif,ImageSets\Ind\5210781fe914c8cc42d6d85c6c5fbf66.tif,226,152,Industrial Land,Industrial Park and Factory
Pub,52304fa46fdc8ee408893e84fe1301f0.tif,ImageSets\Pub\52304fa46fdc8ee408893e84fe1301f0.tif,585,1057,Public Services,Educational and Research Institutions
Res,523c187d1cbc8c7c44caeb08e59a2bcb.tif,ImageSets\Res\523c187d1cbc8c7c44caeb08e59a2bcb.tif,254,149,Residential Districts,High-rise Residential Buildings
Pub,52cdfcd8c073f507320cd6f016553af5.tif,ImageSets\Pub\52cdfcd8c073f507320cd6f016553af5.tif,112,185,Public Services,Educational and Research Institutions
Pub,532787ea77b91258c1a724b49d84e018.tif,ImageSets\Pub\532787ea77b91258c1a724b49d84e018.tif,361,320,Public Services,Educational and Research Institutions
Agr,536764b216f01dd8fe17cdfcc30bb2b0.tif,ImageSets\Agr\536764b216f01dd8fe17cdfcc30bb2b0.tif,304,539,Agriculture and Nature,Farmland
Res,5393092ded96d5878215321ad5e9943c.tif,ImageSets\Res\5393092ded96d5878215321ad5e9943c.tif,140,280,Residential Districts,High-rise Residential Buildings
Com,53ba57378b7ab2e4921151091e2dcf31.tif,ImageSets\Com\53ba57378b7ab2e4921151091e2dcf31.tif,126,109,Commercial Zones,Business Tower
Ind,54473ad9f7c467e0f3c2d41ccb435af6.tif,ImageSets\Ind\54473ad9f7c467e0f3c2d41ccb435af6.tif,238,220,Industrial Land,Industrial Park and Factory
Pub,54fb7ff84e351c161d9d120c8cf68a89.tif,ImageSets\Pub\54fb7ff84e351c161d9d120c8cf68a89.tif,157,201,Public Services,Educational and Research Institutions
Pub,5555956f257cb8ad87a3ac083244e346.tif,ImageSets\Pub\5555956f257cb8ad87a3ac083244e346.tif,607,642,Public Services,Educational and Research Institutions
Agr,558f7adab587ff7e337a32c7f97951d9.tif,ImageSets\Agr\558f7adab587ff7e337a32c7f97951d9.tif,903,750,Agriculture and Nature,Mountain
Agr,56a6f4dfa00964319e4b8718baed338e.tif,ImageSets\Agr\56a6f4dfa00964319e4b8718baed338e.tif,296,206,Agriculture and Nature,Forestland and Grassland
Agr,56cfe42c0b4533834e8b3684bc8cc2b9.tif,ImageSets\Agr\56cfe42c0b4533834e8b3684bc8cc2b9.tif,489,347,Agriculture and Nature,Farmland
Pub,56da2cf530affc6c87c601389fef7ecf.tif,ImageSets\Pub\56da2cf530affc6c87c601389fef7ecf.tif,184,162,Public Services,Educational and Research Institutions
Ind,5738eb3911df4d948f1bd8d79714f9b4.tif,ImageSets\Ind\5738eb3911df4d948f1bd8d79714f9b4.tif,203,240,Industrial Land,Industrial Park and Factory
Pub,580e04fb0e25959d66af06b7b2b1c6fd.tif,ImageSets\Pub\580e04fb0e25959d66af06b7b2b1c6fd.tif,159,121,Public Services,Educational and Research Institutions
Com,5853e14576ab899d3ec83738ea055851.tif,ImageSets\Com\5853e14576ab899d3ec83738ea055851.tif,262,279,Commercial Zones,Office Campus
Ind,58ce86cfa189c112a8f973eb6a3d7124.tif,ImageSets\Ind\58ce86cfa189c112a8f973eb6a3d7124.tif,192,227,Industrial Land,Industrial Park and Factory
Com,5927f78b59515984e06a47dcc4bcd404.tif,ImageSets\Com\5927f78b59515984e06a47dcc4bcd404.tif,136,117,Commercial Zones,Office Campus
Res,5952554dfd3e5025135416be7854c52b.tif,ImageSets\Res\5952554dfd3e5025135416be7854c52b.tif,173,208,Residential Districts,High-rise Residential Buildings
Pub,596eaea892cde7c96bea33d99930de01.tif,ImageSets\Pub\596eaea892cde7c96bea33d99930de01.tif,298,264,Public Services,Educational and Research Institutions
Pub,599279d929611ea42f8ab5dd171b9db1.tif,ImageSets\Pub\599279d929611ea42f8ab5dd171b9db1.tif,139,136,Public Services,Parks and Squares
Com,59b4c5efbe477a7587cb84a86e58cf69.tif,ImageSets\Com\59b4c5efbe477a7587cb84a86e58cf69.tif,161,160,Commercial Zones,Office Campus
Agr,59cdf7ee67d87a770135f0d6d0dbda39.tif,ImageSets\Agr\59cdf7ee67d87a770135f0d6d0dbda39.tif,1482,1268,Agriculture and Nature,Mountain
Com,5a804f082e0d7220269b3a243bd0eabc.tif,ImageSets\Com\5a804f082e0d7220269b3a243bd0eabc.tif,209,220,Commercial Zones,Office Campus
Res,5aaf22858152bbaf7a3074e75bdc4c58.tif,ImageSets\Res\5aaf22858152bbaf7a3074e75bdc4c58.tif,161,119,Residential Districts,High-rise Residential Buildings
Res,5ae7892d2b83015dde7bb6d86c3f3113.tif,ImageSets\Res\5ae7892d2b83015dde7bb6d86c3f3113.tif,221,139,Residential Districts,High-rise Residential Buildings
Ind,5b2651371ee015bffebb119ebb6a70a0.tif,ImageSets\Ind\5b2651371ee015bffebb119ebb6a70a0.tif,331,103,Industrial Land,Industrial Park and Factory
Res,5bffceb7d8faace5a049c39b13e161af.tif,ImageSets\Res\5bffceb7d8faace5a049c39b13e161af.tif,215,255,Residential Districts,High-rise Residential Buildings
Res,5c147fde1054eb80cbcf58399f164bec.tif,ImageSets\Res\5c147fde1054eb80cbcf58399f164bec.tif,310,218,Residential Districts,Rural Homestead
Res,5c33f24309e185aa9bfa99802a197817.tif,ImageSets\Res\5c33f24309e185aa9bfa99802a197817.tif,117,157,Residential Districts,High-rise Residential Buildings
Pub,5ccb103d81ce6a600b9ffda808d0b715.tif,ImageSets\Pub\5ccb103d81ce6a600b9ffda808d0b715.tif,561,453,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Agr,5cd5f277db2f18c8d9f897a1c1631e40.tif,ImageSets\Agr\5cd5f277db2f18c8d9f897a1c1631e40.tif,371,177,Agriculture and Nature,Farmland
Com,5cd7d330692b50bb36bfed4e2c52da9f.tif,ImageSets\Com\5cd7d330692b50bb36bfed4e2c52da9f.tif,235,159,Commercial Zones,Office Campus
Agr,5d38071aa4c7c668b513d63847dbe0e3.tif,ImageSets\Agr\5d38071aa4c7c668b513d63847dbe0e3.tif,108,231,Agriculture and Nature,Forestland and Grassland
Res,5d3a7ee56224a1d08acf713475c80efe.tif,ImageSets\Res\5d3a7ee56224a1d08acf713475c80efe.tif,201,299,Residential Districts,Urban Villages
Com,5dfdde971c7b973f751ba5c4748afa94.tif,ImageSets\Com\5dfdde971c7b973f751ba5c4748afa94.tif,165,161,Commercial Zones,Shopping Center and Commercial Street
Ind,5e27577c6e0c65125bef1b4f5d149454.tif,ImageSets\Ind\5e27577c6e0c65125bef1b4f5d149454.tif,131,232,Industrial Land,Industrial Park and Factory
Agr,5f08c498a0cef17f1cc02b8c916f0b9e.tif,ImageSets\Agr\5f08c498a0cef17f1cc02b8c916f0b9e.tif,217,295,Agriculture and Nature,Wasteland
Res,5f77ed9d7c17dd7ea278ca35267eb1c8.tif,ImageSets\Res\5f77ed9d7c17dd7ea278ca35267eb1c8.tif,217,180,Residential Districts,High-rise Residential Buildings
Res,604f0b364736b3406af16bd3edd21682.tif,ImageSets\Res\604f0b364736b3406af16bd3edd21682.tif,266,233,Residential Districts,High-rise Residential Buildings
Com,60a5b402a1b1a5271c8bfa6ed3d31182.tif,ImageSets\Com\60a5b402a1b1a5271c8bfa6ed3d31182.tif,209,113,Commercial Zones,Office Campus
Pub,60a60ddc1202d318900e71994d5d8303.tif,ImageSets\Pub\60a60ddc1202d318900e71994d5d8303.tif,301,154,Public Services,Parks and Squares
Ind,60fb523345ecfe0fc03d21292653c06e.tif,ImageSets\Ind\60fb523345ecfe0fc03d21292653c06e.tif,259,179,Industrial Land,Industrial Park and Factory
Ind,6100095ff9a961fb39c3904999db9c89.tif,ImageSets\Ind\6100095ff9a961fb39c3904999db9c89.tif,111,159,Industrial Land,Industrial Park and Factory
Res,6140bcf71f458e632403f24f999820d7.tif,ImageSets\Res\6140bcf71f458e632403f24f999820d7.tif,176,147,Residential Districts,High-rise Residential Buildings
Res,617fbe38d6bf8430416b5f4f58119e23.tif,ImageSets\Res\617fbe38d6bf8430416b5f4f58119e23.tif,256,304,Residential Districts,High-rise Residential Buildings
Pub,61bd90eca10c21aa8aecc83b9317e515.tif,ImageSets\Pub\61bd90eca10c21aa8aecc83b9317e515.tif,320,162,Public Services,Parks and Squares
Res,621278fadc85e27c790c7075816d2906.tif,ImageSets\Res\621278fadc85e27c790c7075816d2906.tif,244,180,Residential Districts,High-rise Residential Buildings
Res,62607021b008c0a7604de4829f8788f0.tif,ImageSets\Res\62607021b008c0a7604de4829f8788f0.tif,190,300,Residential Districts,High-rise Residential Buildings
Agr,628206f9348afcc1794d68d29ff0638e.tif,ImageSets\Agr\628206f9348afcc1794d68d29ff0638e.tif,165,126,Agriculture and Nature,Forestland and Grassland
Com,6295a524ed7a6c6465a270287becd4ce.tif,ImageSets\Com\6295a524ed7a6c6465a270287becd4ce.tif,238,273,Commercial Zones,Office Campus
Res,62a593e4a80b3072d01b84d8b8466168.tif,ImageSets\Res\62a593e4a80b3072d01b84d8b8466168.tif,187,216,Residential Districts,Villas and High-end Residences
Res,63002eb0309e33daacdec8de2bace2fb.tif,ImageSets\Res\63002eb0309e33daacdec8de2bace2fb.tif,156,123,Residential Districts,High-rise Residential Buildings
Ind,631ca31c022716f0f9f40e6fc3468654.tif,ImageSets\Ind\631ca31c022716f0f9f40e6fc3468654.tif,235,198,Industrial Land,Industrial Park and Factory
Res,631cd37729a3ce5026f1d95ed2d96e8e.tif,ImageSets\Res\631cd37729a3ce5026f1d95ed2d96e8e.tif,293,292,Residential Districts,High-rise Residential Buildings
Res,636985df0ddf4deb73face5b7b4132b9.tif,ImageSets\Res\636985df0ddf4deb73face5b7b4132b9.tif,166,152,Residential Districts,High-rise Residential Buildings
Ind,636df083b4f02320da2d8ec46d681348.tif,ImageSets\Ind\636df083b4f02320da2d8ec46d681348.tif,437,276,Industrial Land,Industrial Park and Factory
Com,6374c9f1a290f94f5a3a06a8e94e9ef2.tif,ImageSets\Com\6374c9f1a290f94f5a3a06a8e94e9ef2.tif,191,201,Commercial Zones,Office Campus
Res,63dd8945ba6c99d872db1124a5637c77.tif,ImageSets\Res\63dd8945ba6c99d872db1124a5637c77.tif,139,130,Residential Districts,Urban Villages
Ind,63f4ddd6b301917dd436048b9aa3fdd8.tif,ImageSets\Ind\63f4ddd6b301917dd436048b9aa3fdd8.tif,207,264,Industrial Land,Industrial Park and Factory
Agr,64313019563cb4c458b1d7c060ac7cdb.tif,ImageSets\Agr\64313019563cb4c458b1d7c060ac7cdb.tif,1100,1135,Agriculture and Nature,Farmland
Agr,64a92e3c010ea68cc33e7cc288670b38.tif,ImageSets\Agr\64a92e3c010ea68cc33e7cc288670b38.tif,308,1039,Agriculture and Nature,Water
Ind,64b7522d89c0e74895c3deacbfe13292.tif,ImageSets\Ind\64b7522d89c0e74895c3deacbfe13292.tif,322,535,Industrial Land,Industrial Park and Factory
Res,64d957728a9359ececbfdb97eae24e41.tif,ImageSets\Res\64d957728a9359ececbfdb97eae24e41.tif,157,162,Residential Districts,Rural Homestead
Ind,64e3031e3abb554266d0339ec0080ae9.tif,ImageSets\Ind\64e3031e3abb554266d0339ec0080ae9.tif,442,279,Industrial Land,Industrial Park and Factory
Pub,651f669814f1d65b9daec169134c8cb4.tif,ImageSets\Pub\651f669814f1d65b9daec169134c8cb4.tif,335,463,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Ind,658b8f4c83565e600d3b6e4aaf4e1f69.tif,ImageSets\Ind\658b8f4c83565e600d3b6e4aaf4e1f69.tif,178,164,Industrial Land,Construction Site
Ind,65c0a8e47307b84f75c86cf965b8bd44.tif,ImageSets\Ind\65c0a8e47307b84f75c86cf965b8bd44.tif,413,761,Industrial Land,Industrial Park and Factory
Com,668393dec07d8085a4275660ea94f76a.tif,ImageSets\Com\668393dec07d8085a4275660ea94f76a.tif,216,209,Commercial Zones,Office Campus
Agr,67054a2895f9b9d4e2c520b3af365673.tif,ImageSets\Agr\67054a2895f9b9d4e2c520b3af365673.tif,128,245,Agriculture and Nature,Forestland and Grassland
Com,6718701142ad54604d484ff0c31e96d0.tif,ImageSets\Com\6718701142ad54604d484ff0c31e96d0.tif,151,122,Commercial Zones,Shopping Center and Commercial Street
Com,672167847f43279834cb6029fc8d2302.tif,ImageSets\Com\672167847f43279834cb6029fc8d2302.tif,208,165,Commercial Zones,Office Campus
Com,67d263733d06ec2839861e292cd9a4a8.tif,ImageSets\Com\67d263733d06ec2839861e292cd9a4a8.tif,155,159,Commercial Zones,Commercial Market
Pub,67d91db8effe0858921d7ed68377b81d.tif,ImageSets\Pub\67d91db8effe0858921d7ed68377b81d.tif,427,321,Public Services,Educational and Research Institutions
Com,67ff2157b445e6ed73f91d7679bfe77e.tif,ImageSets\Com\67ff2157b445e6ed73f91d7679bfe77e.tif,130,103,Commercial Zones,Business Tower
Agr,6840925aec77f4bc4e4eaf12566ed923.tif,ImageSets\Agr\6840925aec77f4bc4e4eaf12566ed923.tif,3654,3923,Agriculture and Nature,Mountain
Agr,684ad579fd74317cfa765ff48be4bfeb.tif,ImageSets\Agr\684ad579fd74317cfa765ff48be4bfeb.tif,335,318,Agriculture and Nature,Farmland
Res,688d1de0fade584143745cb12969ac85.tif,ImageSets\Res\688d1de0fade584143745cb12969ac85.tif,198,215,Residential Districts,High-rise Residential Buildings
Res,68c15c7891390ed0178469d4c2975dce.tif,ImageSets\Res\68c15c7891390ed0178469d4c2975dce.tif,197,163,Residential Districts,High-rise Residential Buildings
Pub,68e8b1d61e2cecf049fb9b6befb97a15.tif,ImageSets\Pub\68e8b1d61e2cecf049fb9b6befb97a15.tif,278,277,Public Services,Educational and Research Institutions
Agr,690908490513530ff157859393fda07e.tif,ImageSets\Agr\690908490513530ff157859393fda07e.tif,845,921,Agriculture and Nature,Farmland
Res,691d7f7b8662ec8848bfa758e970e072.tif,ImageSets\Res\691d7f7b8662ec8848bfa758e970e072.tif,245,242,Residential Districts,High-rise Residential Buildings
Res,69335c851b53962f3954ec496b0628f1.tif,ImageSets\Res\69335c851b53962f3954ec496b0628f1.tif,235,320,Residential Districts,High-rise Residential Buildings
Agr,698a3b641cb70df6b3b25a28e05d287c.tif,ImageSets\Agr\698a3b641cb70df6b3b25a28e05d287c.tif,644,644,Agriculture and Nature,Wasteland
Agr,69b6506e5d2df98cdb8ff65cbce3e8c2.tif,ImageSets\Agr\69b6506e5d2df98cdb8ff65cbce3e8c2.tif,188,151,Agriculture and Nature,Forestland and Grassland
Ind,69c8514d54a5c4a9b88e5b22f10d4bc6.tif,ImageSets\Ind\69c8514d54a5c4a9b88e5b22f10d4bc6.tif,159,179,Industrial Land,Industrial Park and Factory
Agr,6a1124249a241e05ea08d38ac1480cfa.tif,ImageSets\Agr\6a1124249a241e05ea08d38ac1480cfa.tif,342,592,Agriculture and Nature,Water
Ind,6a3f25fe446a74208d0c68e29e90d4e9.tif,ImageSets\Ind\6a3f25fe446a74208d0c68e29e90d4e9.tif,211,156,Industrial Land,Industrial Park and Factory
Com,6a7890218fb63a66cfb45ad59269615c.tif,ImageSets\Com\6a7890218fb63a66cfb45ad59269615c.tif,418,192,Commercial Zones,Office Campus
Res,6ae5681e5df822eecdec0646e2b36268.tif,ImageSets\Res\6ae5681e5df822eecdec0646e2b36268.tif,163,108,Residential Districts,Urban Villages
Ind,6aed813ec48e5b6eade5931a920e4dcf.tif,ImageSets\Ind\6aed813ec48e5b6eade5931a920e4dcf.tif,272,313,Industrial Land,Construction Site
Com,6afb4629144409e5e021f6242da881a7.tif,ImageSets\Com\6afb4629144409e5e021f6242da881a7.tif,334,346,Commercial Zones,Commercial Market
Com,6b1e2a1d63aad2cda74065002c740f24.tif,ImageSets\Com\6b1e2a1d63aad2cda74065002c740f24.tif,114,123,Commercial Zones,Shopping Center and Commercial Street
Pub,6b37f2441018dd55081704c2f96f6073.tif,ImageSets\Pub\6b37f2441018dd55081704c2f96f6073.tif,152,259,Public Services,Parks and Squares
Res,6b8d792fe36a6ff31266b0289e6bf868.tif,ImageSets\Res\6b8d792fe36a6ff31266b0289e6bf868.tif,227,236,Residential Districts,High-rise Residential Buildings
Agr,6bb01fb6489a66a7f1d54c0e6d7e3121.tif,ImageSets\Agr\6bb01fb6489a66a7f1d54c0e6d7e3121.tif,153,189,Agriculture and Nature,Wasteland
Pub,6c631336bfe3884f37e0b89190f6a151.tif,ImageSets\Pub\6c631336bfe3884f37e0b89190f6a151.tif,204,193,Public Services,Parks and Squares
Pub,6c7d82976643b71cf100a17beeba1c03.tif,ImageSets\Pub\6c7d82976643b71cf100a17beeba1c03.tif,247,168,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Pub,6c924aab9becfdf99b78396f91044129.tif,ImageSets\Pub\6c924aab9becfdf99b78396f91044129.tif,193,114,Public Services,Educational and Research Institutions
Agr,6cc6db59ee4705ae8b8d2f656b18619a.tif,ImageSets\Agr\6cc6db59ee4705ae8b8d2f656b18619a.tif,145,180,Agriculture and Nature,Forestland and Grassland
Com,6cd386f71431270b70d98f646b5b0967.tif,ImageSets\Com\6cd386f71431270b70d98f646b5b0967.tif,148,249,Commercial Zones,Office Campus
Res,6d033f15cad9a426fb1323ef5dc1979b.tif,ImageSets\Res\6d033f15cad9a426fb1323ef5dc1979b.tif,141,181,Residential Districts,High-rise Residential Buildings
Res,6d6a761adeaf2b8f24d3d05e670ef32b.tif,ImageSets\Res\6d6a761adeaf2b8f24d3d05e670ef32b.tif,192,166,Residential Districts,High-rise Residential Buildings
Ind,6e0e7c96f00f45c39a5249eebbeca332.tif,ImageSets\Ind\6e0e7c96f00f45c39a5249eebbeca332.tif,216,150,Industrial Land,Industrial Park and Factory
Pub,6e5d9855d5a7eddecde2fa6421a1b65f.tif,ImageSets\Pub\6e5d9855d5a7eddecde2fa6421a1b65f.tif,550,330,Public Services,Educational and Research Institutions
Ind,6f1a573701d74bdbcde5fa1362150808.tif,ImageSets\Ind\6f1a573701d74bdbcde5fa1362150808.tif,224,208,Industrial Land,Industrial Park and Factory
Res,6f35a3b050fbb038b6e55f7ad4019f3e.tif,ImageSets\Res\6f35a3b050fbb038b6e55f7ad4019f3e.tif,191,150,Residential Districts,Rural Homestead
Agr,6f3e8c83088c808b9802a06a03956988.tif,ImageSets\Agr\6f3e8c83088c808b9802a06a03956988.tif,397,663,Agriculture and Nature,Forestland and Grassland
Res,6f481cbb670a00a85fa44a18e344b449.tif,ImageSets\Res\6f481cbb670a00a85fa44a18e344b449.tif,152,180,Residential Districts,High-rise Residential Buildings
Agr,6fdbcc6bbe47763c75138c18873ccc37.tif,ImageSets\Agr\6fdbcc6bbe47763c75138c18873ccc37.tif,210,139,Agriculture and Nature,Forestland and Grassland
Res,70300eecb95db9a1b43d400eb6876ea1.tif,ImageSets\Res\70300eecb95db9a1b43d400eb6876ea1.tif,194,174,Residential Districts,High-rise Residential Buildings
Agr,70878441325363e3aaf45b70c6c811ce.tif,ImageSets\Agr\70878441325363e3aaf45b70c6c811ce.tif,202,195,Agriculture and Nature,Forestland and Grassland
Ind,70d639cddc32832c5e60b81efd086a96.tif,ImageSets\Ind\70d639cddc32832c5e60b81efd086a96.tif,214,115,Industrial Land,Industrial Park and Factory
Ind,70e29d1ed97c64a356f77e30d0b1e196.tif,ImageSets\Ind\70e29d1ed97c64a356f77e30d0b1e196.tif,145,162,Industrial Land,Industrial Park and Factory
Res,70ed2c70baa6293b746d505e4c077b81.tif,ImageSets\Res\70ed2c70baa6293b746d505e4c077b81.tif,310,405,Residential Districts,High-rise Residential Buildings
Pub,70efc2ce97537fdcb6e2614187efcad8.tif,ImageSets\Pub\70efc2ce97537fdcb6e2614187efcad8.tif,140,124,Public Services,Educational and Research Institutions
Pub,712e01592c2cb01cee8093a27b51db11.tif,ImageSets\Pub\712e01592c2cb01cee8093a27b51db11.tif,151,147,Public Services,Parks and Squares
Ind,712f50c90e2f4178d4e9da41a700e9e3.tif,ImageSets\Ind\712f50c90e2f4178d4e9da41a700e9e3.tif,296,221,Industrial Land,Industrial Park and Factory
Agr,714ce0649f471340be90d3ca2ebc74f4.tif,ImageSets\Agr\714ce0649f471340be90d3ca2ebc74f4.tif,461,377,Agriculture and Nature,Water
Res,7163e66f81e15f7fa801d95a7579fa82.tif,ImageSets\Res\7163e66f81e15f7fa801d95a7579fa82.tif,138,123,Residential Districts,High-rise Residential Buildings
Com,717577a7f3963a0ec8d781c503b857c5.tif,ImageSets\Com\717577a7f3963a0ec8d781c503b857c5.tif,183,203,Commercial Zones,Office Campus
Com,718695df558cc13b719deb42e8123c1b.tif,ImageSets\Com\718695df558cc13b719deb42e8123c1b.tif,119,120,Commercial Zones,Office Campus
Res,71ff0eafdb2eb002b06c853e188cf622.tif,ImageSets\Res\71ff0eafdb2eb002b06c853e188cf622.tif,123,144,Residential Districts,High-rise Residential Buildings
Ind,720a8c3864d05a28af904920574a821c.tif,ImageSets\Ind\720a8c3864d05a28af904920574a821c.tif,482,306,Industrial Land,Industrial Park and Factory
Com,7222940111ded954ba328faadb6ec45c.tif,ImageSets\Com\7222940111ded954ba328faadb6ec45c.tif,179,176,Commercial Zones,Commercial Market
Ind,722e7493afaf5a7c7d0dfee6b82d528a.tif,ImageSets\Ind\722e7493afaf5a7c7d0dfee6b82d528a.tif,309,402,Industrial Land,Industrial Park and Factory
Agr,72542a8f76b3d455a657ecea8e3fe495.tif,ImageSets\Agr\72542a8f76b3d455a657ecea8e3fe495.tif,353,369,Agriculture and Nature,Water
Com,726dc919fb9eca79f70b852490a1168a.tif,ImageSets\Com\726dc919fb9eca79f70b852490a1168a.tif,235,235,Commercial Zones,Office Campus
Res,7293bc30e93858a58cc5e83104d3852c.tif,ImageSets\Res\7293bc30e93858a58cc5e83104d3852c.tif,370,325,Residential Districts,High-rise Residential Buildings
Pub,72e12857fe4db549c64592624222337f.tif,ImageSets\Pub\72e12857fe4db549c64592624222337f.tif,355,274,Public Services,Educational and Research Institutions
Pub,72ef74d03477693bb29349fc5f70a7f4.tif,ImageSets\Pub\72ef74d03477693bb29349fc5f70a7f4.tif,292,367,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Agr,72f46238bd3dbd4115b8d57e1124e795.tif,ImageSets\Agr\72f46238bd3dbd4115b8d57e1124e795.tif,717,539,Agriculture and Nature,Water
Agr,7333752e4af54dd2d77fdf854725d00f.tif,ImageSets\Agr\7333752e4af54dd2d77fdf854725d00f.tif,265,333,Agriculture and Nature,Wasteland
Agr,73724d18e81c786c7db791cf66edef5c.tif,ImageSets\Agr\73724d18e81c786c7db791cf66edef5c.tif,281,442,Agriculture and Nature,Farmland
Agr,7442fc61b303c27a1739720037d7f7ea.tif,ImageSets\Agr\7442fc61b303c27a1739720037d7f7ea.tif,222,239,Agriculture and Nature,Farmland
Com,746e322e8065ee4d14d998aad43830e1.tif,ImageSets\Com\746e322e8065ee4d14d998aad43830e1.tif,119,126,Commercial Zones,Shopping Center and Commercial Street
Ind,74a61136bfc9e4963a571276c1534db1.tif,ImageSets\Ind\74a61136bfc9e4963a571276c1534db1.tif,445,406,Industrial Land,Industrial Park and Factory
Agr,7506f7e9633f5f1b6fb7f4a0fdf9cc55.tif,ImageSets\Agr\7506f7e9633f5f1b6fb7f4a0fdf9cc55.tif,612,392,Agriculture and Nature,Farmland
Agr,75857ad49a6239d390c613256f268bce.tif,ImageSets\Agr\75857ad49a6239d390c613256f268bce.tif,271,319,Agriculture and Nature,Farmland
Com,7651808b2709f9f96d567365586e10b1.tif,ImageSets\Com\7651808b2709f9f96d567365586e10b1.tif,175,158,Commercial Zones,Office Campus
Res,76a5fff335d3a385d45dc53efd50bcef.tif,ImageSets\Res\76a5fff335d3a385d45dc53efd50bcef.tif,214,228,Residential Districts,High-rise Residential Buildings
Res,7765f46303d3671de3b5308e50d2636e.tif,ImageSets\Res\7765f46303d3671de3b5308e50d2636e.tif,436,411,Residential Districts,High-rise Residential Buildings
Com,7785c17c0e7e52d7810c4ce1149c50db.tif,ImageSets\Com\7785c17c0e7e52d7810c4ce1149c50db.tif,182,293,Commercial Zones,Office Campus
Pub,77ce551038deb47c463527fd80003e04.tif,ImageSets\Pub\77ce551038deb47c463527fd80003e04.tif,186,144,Public Services,Educational and Research Institutions
Res,786eb50e279065e7618f9caab0092dd0.tif,ImageSets\Res\786eb50e279065e7618f9caab0092dd0.tif,126,120,Residential Districts,Urban Villages
Pub,7871565a3092ed0d5d5386608a87200b.tif,ImageSets\Pub\7871565a3092ed0d5d5386608a87200b.tif,109,131,Public Services,Educational and Research Institutions
Ind,78b6d9efd9a72723356b78ad34eb472a.tif,ImageSets\Ind\78b6d9efd9a72723356b78ad34eb472a.tif,155,263,Industrial Land,Industrial Park and Factory
Res,7a1334e41276554c40cd17606f7758ef.tif,ImageSets\Res\7a1334e41276554c40cd17606f7758ef.tif,269,228,Residential Districts,High-rise Residential Buildings
Com,7a30fa5dde362527e4fc47c826eac5c8.tif,ImageSets\Com\7a30fa5dde362527e4fc47c826eac5c8.tif,196,168,Commercial Zones,Shopping Center and Commercial Street
Ind,7a38b2920055d00f4ec6409b1f2b4c54.tif,ImageSets\Ind\7a38b2920055d00f4ec6409b1f2b4c54.tif,250,216,Industrial Land,Industrial Park and Factory
Pub,7a4c12baadb5624919ed88bfa34748ca.tif,ImageSets\Pub\7a4c12baadb5624919ed88bfa34748ca.tif,864,283,Public Services,Educational and Research Institutions
Ind,7a5c15bf66e2d5d749ae33abae4f6304.tif,ImageSets\Ind\7a5c15bf66e2d5d749ae33abae4f6304.tif,187,208,Industrial Land,Industrial Park and Factory
Agr,7a84cb77faa559fa0fe59c5c878b325a.tif,ImageSets\Agr\7a84cb77faa559fa0fe59c5c878b325a.tif,1154,427,Agriculture and Nature,Farmland
Pub,7a8749347f1e8789f856abbdad04d442.tif,ImageSets\Pub\7a8749347f1e8789f856abbdad04d442.tif,830,430,Public Services,Educational and Research Institutions
Com,7ada75bb3fe163f4eacef61b45737337.tif,ImageSets\Com\7ada75bb3fe163f4eacef61b45737337.tif,119,174,Commercial Zones,Shopping Center and Commercial Street
Com,7afd8f50da749f7cbf93e490e4908e59.tif,ImageSets\Com\7afd8f50da749f7cbf93e490e4908e59.tif,401,248,Commercial Zones,Office Campus
Res,7b1ef6264693a10ee7210de32d1c4f18.tif,ImageSets\Res\7b1ef6264693a10ee7210de32d1c4f18.tif,168,118,Residential Districts,Villas and High-end Residences
Com,7b5898f38ebc8630f732b3f9d29fe925.tif,ImageSets\Com\7b5898f38ebc8630f732b3f9d29fe925.tif,217,168,Commercial Zones,Shopping Center and Commercial Street
Pub,7ba29beb97c24fb6569df5edf2ae3c9e.tif,ImageSets\Pub\7ba29beb97c24fb6569df5edf2ae3c9e.tif,104,313,Public Services,Parks and Squares
